ALPHA_CODE,EQUITY_NAME,YEAR,WEEK,ACTUAL_CLOSE,ACTUAL_VOLUME,MARKET_CAP,DIV_YIELD,PE_RATIO,EQUITY_STATUS,
ABA,ABACUS IND HLDGS LTD ORD,2010,5,35,234900,5678958355,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,6,35,0,5678958355,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,7,40,172652,6490238120,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,8,40,198000,6490238120,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,9,35,81600,5678958355,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,10,35,23000,4557040250,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,11,35,20800,4557040250,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,12,35,29000,4557040250,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,13,50,293900,6510057500,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,14,50,166200,6510057500,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,15,50,8000,6510057500,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,16,50,34400,6510057500,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,17,50,101600,6510057500,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,18,40,5000,5208046000,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,19,35,31900,863876930,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,20,35,16390,863876930,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,21,35,13500,863876930,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,22,30,25800,740465940,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,23,30,68466,740465940,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,24,30,43800,740465940,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,25,30,12570,740465940,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,26,30,8100,740465940,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,27,25,12100,617054950,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,28,23,4000,567690554,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,29,20,39800,493643960,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,30,20,75525,493643960,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,31,20,14900,493643960,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,32,18,23000,444279564,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,33,15,113700,370232970,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,34,15,15200,370232970,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,35,15,96900,370232970,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,36,15,59125,370232970,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,37,20,32000,493643960,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,38,20,17900,493643960,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,39,20,0,493643960,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,40,20,0,493643960,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,41,20,14050,493643960,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,42,20,62200,493643960,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,43,20,1000,493643960,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,44,25,9708,617054950,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,45,25,12900,617054950,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,46,25,69800,617054950,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,47,25,0,617054950,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,48,23,35028,567690554,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,49,19,17500,468961762,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,50,15,98135,370232970,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,51,15,5000,370232970,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2010,52,15,0,370232970,0,0, 
ABA,ABACUS IND HLDGS LTD ORD,2011,1,15,5150,370232970,0,0, 
ABY,ABBEY HOLDINGS LTD ORD,2010,1,135,500,0,12,96,9,375, 
ABY,ABBEY HOLDINGS LTD ORD,2010,2,135,27100,0,12,96,9,375, 
ABY,ABBEY HOLDINGS LTD ORD,2010,3,135,2150,0,12,96,9,375, 
ABY,ABBEY HOLDINGS LTD ORD,2010,4,135,1800,0,12,96,9,375, 
ABY,ABBEY HOLDINGS LTD ORD,2010,5,135,4900,0,12,96,9,375, 
ABY,ABBEY HOLDINGS LTD ORD,2010,6,135,2725,0,12,96,9,375, 
ABY,ABBEY HOLDINGS LTD ORD,2010,7,130,1750,0,13,46,9,0277, 
ABY,ABBEY HOLDINGS LTD ORD,2010,8,135,6400,0,12,96,9,375, 
ABY,ABBEY HOLDINGS LTD ORD,2010,9,140,1598,0,12,5,9,7222, 
ABY,ABBEY HOLDINGS LTD ORD,2010,10,140,1031,0,12,5,9,7222, 
ABY,ABBEY HOLDINGS LTD ORD,2010,11,140,8748,0,12,5,9,7222, 
ABY,ABBEY HOLDINGS LTD ORD,2010,12,130,625,0,13,46,9,0277, 
ABY,ABBEY HOLDINGS LTD ORD,2010,13,130,4275,0,13,46,9,0277, 
ABY,ABBEY HOLDINGS LTD ORD,2010,14,130,2350,0,9,23,6,22, 
ABY,ABBEY HOLDINGS LTD ORD,2010,15,130,3840,0,9,23,6,22, 
ABY,ABBEY HOLDINGS LTD ORD,2010,16,130,5630,0,9,23,6,22, 
ABY,ABBEY HOLDINGS LTD ORD,2010,17,130,108110,0,9,23,6,22, 
ABY,ABBEY HOLDINGS LTD ORD,2010,18,135,7900,0,8,88,6,4593, 
ABY,ABBEY HOLDINGS LTD ORD,2010,19,140,4200,0,8,57,6,6985, 
ABY,ABBEY HOLDINGS LTD ORD,2010,20,130,17185,0,9,23,6,22, 
ABY,ABBEY HOLDINGS LTD ORD,2010,21,130,10730,0,9,23,6,22, 
ABY,ABBEY HOLDINGS LTD ORD,2010,22,125,691900,0,9,6,5,9808, 
ABY,ABBEY HOLDINGS LTD ORD,2010,23,125,7140,0,9,6,5,9808, 
ABY,ABBEY HOLDINGS LTD ORD,2010,24,125,25855,0,9,6,5,9808, 
ABY,ABBEY HOLDINGS LTD ORD,2010,25,120,7062,0,10,5,7416, 
ABY,ABBEY HOLDINGS LTD ORD,2010,26,120,825,0,10,5,7416, 
ABY,ABBEY HOLDINGS LTD ORD,2010,27,110,3345,0,10,9,5,2631, 
ABY,ABBEY HOLDINGS LTD ORD,2010,28,110,465,0,10,9,5,2631, 
ABY,ABBEY HOLDINGS LTD ORD,2010,29,110,3280,0,10,9,5,2631, 
ABY,ABBEY HOLDINGS LTD ORD,2010,30,110,1665,0,10,9,5,2631, 
ABY,ABBEY HOLDINGS LTD ORD,2010,31,112,10350,0,10,71,5,3588, 
ABY,ABBEY HOLDINGS LTD ORD,2010,32,110,2590,0,10,9,5,2631, 
ABY,ABBEY HOLDINGS LTD ORD,2010,33,112,1615,0,10,71,5,3588, 
ABY,ABBEY HOLDINGS LTD ORD,2010,34,110,5341,0,10,9,5,2631, 
ABY,ABBEY HOLDINGS LTD ORD,2010,35,110,0,0,10,9,5,2631, 
ABY,ABBEY HOLDINGS LTD ORD,2010,36,110,3285,0,10,9,5,2631, 
ABY,ABBEY HOLDINGS LTD ORD,2010,37,110,8200,0,10,9,5,2631, 
ABY,ABBEY HOLDINGS LTD ORD,2010,38,110,11017,0,0,0, 
ABY,ABBEY HOLDINGS LTD ORD,2010,39,110,4600,0,0,0, 
ABY,ABBEY HOLDINGS LTD ORD,2010,40,110,12807,0,0,0, 
ABY,ABBEY HOLDINGS LTD ORD,2010,41,110,3350,0,0,0, 
ABY,ABBEY HOLDINGS LTD ORD,2010,42,110,21788,0,0,0, 
ABY,ABBEY HOLDINGS LTD ORD,2010,43,110,2895,0,0,0, 
ABY,ABBEY HOLDINGS LTD ORD,2010,44,110,1076,0,0,0, 
ABY,ABBEY HOLDINGS LTD ORD,2010,45,110,5680,0,0,0, 
ABY,ABBEY HOLDINGS LTD ORD,2010,46,110,3455,0,0,0, 
ABY,ABBEY HOLDINGS LTD ORD,2010,47,110,3425,0,0,0, 
ABY,ABBEY HOLDINGS LTD ORD,2010,48,110,11325,0,0,0, 
ABY,ABBEY HOLDINGS LTD ORD,2010,49,110,10440,0,0,0, 
ABY,ABBEY HOLDINGS LTD ORD,2010,50,100,1465,0,0,0, 
ABY,ABBEY HOLDINGS LTD ORD,2010,51,100,300,0,0,0, 
ABY,ABBEY HOLDINGS LTD ORD,2010,52,100,165,0,0,0, 
ABY,ABBEY HOLDINGS LTD ORD,2011,1,100,0,0,0,0, 
ABC,ABERCOM GRP ORD,2010,1,35,59775,296100000,0,0, 
ABC,ABERCOM GRP ORD,2010,2,35,37100,296100000,0,0, 
ABC,ABERCOM GRP ORD,2010,3,40,24926,338400000,0,0, 
ABC,ABERCOM GRP ORD,2010,4,40,0,338400000,0,0, 
ABC,ABERCOM GRP ORD,2010,5,42,16000,355320000,0,0, 
ABC,ABERCOM GRP ORD,2010,6,50,10729,423000000,0,0, 
ABC,ABERCOM GRP ORD,2010,7,55,8700,465300000,0,0, 
ABC,ABERCOM GRP ORD,2010,8,75,26800,634500000,0,0, 
ABC,ABERCOM GRP ORD,2010,9,85,4079,719100000,0,0, 
ABC,ABERCOM GRP ORD,2010,10,100,32763,846000000,0,0, 
ABC,ABERCOM GRP ORD,2010,11,85,11700,719100000,0,0, 
ABC,ABERCOM GRP ORD,2010,12,80,1000,676800000,0,0, 
ABC,ABERCOM GRP ORD,2010,13,75,6062,634500000,0,0, 
ABC,ABERCOM GRP ORD,2010,14,70,4010,592200000,0,0, 
ABC,ABERCOM GRP ORD,2010,15,60,17476,507600000,0,0, 
ABC,ABERCOM GRP ORD,2010,16,65,16439,549900000,0,0, 
ABC,ABERCOM GRP ORD,2010,17,60,11575,507600000,0,0, 
ABC,ABERCOM GRP ORD,2010,18,60,9400,507600000,0,0, 
ABC,ABERCOM GRP ORD,2010,19,55,7340,465300000,0,0, 
ABC,ABERCOM GRP ORD,2010,20,60,11497,507600000,0,0, 
ABC,ABERCOM GRP ORD,2010,21,60,3270,507600000,0,0, 
ABC,ABERCOM GRP ORD,2010,22,65,8230,549900000,0,0, 
ABC,ABERCOM GRP ORD,2010,23,70,6800,592200000,0,0, 
ABC,ABERCOM GRP ORD,2010,24,70,21715,592200000,0,0, 
ABC,ABERCOM GRP ORD,2010,25,80,60252,676800000,0,0, 
ABC,ABERCOM GRP ORD,2010,26,110,11700,930600000,0,0, 
ABC,ABERCOM GRP ORD,2010,27,112,69935,947520000,0,0, 
ABC,ABERCOM GRP ORD,2010,28,115,118700,972900000,0,0, 
ABC,ABERCOM GRP ORD,2010,29,115,5000,972900000,0,0, 
ABC,ABERCOM GRP ORD,2010,30,115,23000,972900000,0,0, 
ABC,ABERCOM GRP ORD,2010,31,115,4200,972900000,0,0, 
ABC,ABERCOM GRP ORD,2010,32,117,15367,989820000,0,0, 
ABC,ABERCOM GRP ORD,2010,33,117,16297,989820000,0,0, 
ABC,ABERCOM GRP ORD,2010,34,120,12800,1015200000,0,0, 
ABC,ABERCOM GRP ORD,2010,35,120,11032,1015200000,0,0, 
ABC,ABERCOM GRP ORD,2010,36,120,1500,1015200000,0,0, 
ABC,ABERCOM GRP ORD,2010,37,120,10010,1015200000,0,0, 
ABC,ABERCOM GRP ORD,2010,38,120,0,1015200000,0,0, 
ABR,ABERDARE CABLES AFR ORD,2010,1,1750,0,2625000,8,05,6,2433, 
ABR,ABERDARE CABLES AFR ORD,2010,2,1800,1100,2700000,7,83,6,4216, 
ABR,ABERDARE CABLES AFR ORD,2010,3,1800,0,2700000,7,83,6,4216, 
ABR,ABERDARE CABLES AFR ORD,2010,4,1900,300,2850000,7,42,6,7784, 
ABR,ABERDARE CABLES AFR ORD,2010,5,1925,720,2887500,7,32,6,8676, 
ABR,ABERDARE CABLES AFR ORD,2010,6,1950,437,2925000,7,23,6,9568, 
ABR,ABERDARE CABLES AFR ORD,2010,7,2000,500,3000000,7,05,7,1352, 
ABR,ABERDARE CABLES AFR ORD,2010,8,2000,2700,3000000,7,05,7,1352, 
ABR,ABERDARE CABLES AFR ORD,2010,9,2000,687,3000000,7,05,7,1352, 
ABR,ABERDARE CABLES AFR ORD,2010,10,2250,1158,3375000,6,26,8,0271, 
ABR,ABERDARE CABLES AFR ORD,2010,11,2250,983,3375000,6,66,7,5, 
ABR,ABERDARE CABLES AFR ORD,2010,12,2250,100,3375000,6,66,7,5, 
ABR,ABERDARE CABLES AFR ORD,2010,13,2200,2678,3300000,6,81,7,3333, 
ABR,ABERDARE CABLES AFR ORD,2010,14,2200,0,3300000,6,81,7,3333, 
ABR,ABERDARE CABLES AFR ORD,2010,15,2200,0,3300000,6,81,7,3333, 
ABR,ABERDARE CABLES AFR ORD,2010,16,2200,0,3300000,6,81,7,3333, 
ABR,ABERDARE CABLES AFR ORD,2010,17,2125,1081,3187500,7,05,7,0833, 
ABR,ABERDARE CABLES AFR ORD,2010,18,2125,0,3187500,7,05,7,0833, 
ABR,ABERDARE CABLES AFR ORD,2010,19,2125,1785,3187500,7,05,7,0833, 
ABR,ABERDARE CABLES AFR ORD,2010,20,2125,0,3187500,7,05,7,0833, 
ABR,ABERDARE CABLES AFR ORD,2010,21,2125,0,3187500,7,05,7,0833, 
ABR,ABERDARE CABLES AFR ORD,2010,22,2150,800,3225000,6,97,7,1666, 
ABR,ABERDARE CABLES AFR ORD,2010,23,2150,193,3225000,6,97,7,1666, 
ABR,ABERDARE CABLES AFR ORD,2010,24,2150,1575,3225000,6,97,7,1666, 
ABR,ABERDARE CABLES AFR ORD,2010,25,2150,3,3225000,6,97,7,1666, 
ABR,ABERDARE CABLES AFR ORD,2010,26,2150,0,3225000,6,97,7,1666, 
ABR,ABERDARE CABLES AFR ORD,2010,27,2300,241,3450000,6,52,7,6666, 
ABR,ABERDARE CABLES AFR ORD,2010,28,2300,0,3450000,6,52,7,6666, 
ABR,ABERDARE CABLES AFR ORD,2010,29,2400,0,3600000,6,25,8, 
ABR,ABERDARE CABLES AFR ORD,2010,30,2500,2100,46000000,6,8,3333, 
ABR,ABERDARE CABLES AFR ORD,2010,31,2500,0,46000000,6,8,3333, 
ABR,ABERDARE CABLES AFR ORD,2010,32,2650,875,48760000,5,66,8,8333, 
ABR,ABERDARE CABLES AFR ORD,2010,33,2700,497,49680000,5,55,9, 
ABR,ABERDARE CABLES AFR ORD,2010,34,3000,6680,55200000,5,10, 
ABR,ABERDARE CABLES AFR ORD,2010,35,3000,487,55200000,5,10, 
ABR,ABERDARE CABLES AFR ORD,2010,36,3000,0,55200000,5,10, 
ABR,ABERDARE CABLES AFR ORD,2010,37,3000,0,55200000,5,10, 
ABR,ABERDARE CABLES AFR ORD,2010,38,3000,0,55200000,5,10, 
ABR,ABERDARE CABLES AFR ORD,2010,39,3000,604,55200000,4,9,10,2075, 
ABR,ABERDARE CABLES AFR ORD,2010,40,3000,300,55200000,4,9,10,2075, 
ABR,ABERDARE CABLES AFR ORD,2010,41,2900,1216,53360000,5,06,9,8673, 
ABR,ABERDARE CABLES AFR ORD,2010,42,2900,0,53360000,5,06,9,8673, 
ABR,ABERDARE CABLES AFR ORD,2010,43,2900,40,53360000,5,06,9,8673, 
ABR,ABERDARE CABLES AFR ORD,2010,44,2900,200,53360000,5,06,9,8673, 
ABR,ABERDARE CABLES AFR ORD,2010,45,2900,0,53360000,5,06,9,8673, 
ABR,ABERDARE CABLES AFR ORD,2010,46,2900,300,53360000,5,06,9,8673, 
ABR,ABERDARE CABLES AFR ORD,2010,47,2900,0,53360000,5,06,9,8673, 
ABR,ABERDARE CABLES AFR ORD,2010,48,2900,0,53360000,5,06,9,8673, 
ABR,ABERDARE CABLES AFR ORD,2010,49,2900,0,53360000,5,06,9,8673, 
ABR,ABERDARE CABLES AFR ORD,2010,50,2850,0,52440000,5,15,9,6971, 
ABR,ABERDARE CABLES AFR ORD,2010,51,2800,0,51520000,5,25,9,527, 
ABR,ABERDARE CABLES AFR ORD,2010,52,2800,0,51520000,5,25,9,527, 
ABR,ABERDARE CABLES AFR ORD,2011,1,2800,0,51520000,5,25,9,527, 
ABH,ABHOLD LTD,2010,1,120,0,103957560,7,5,26,6666, 
ABH,ABHOLD LTD,2010,2,115,2000,99625995,7,82,25,5555, 
ABH,ABHOLD LTD,2010,3,115,0,99625995,7,82,25,5555, 
ABH,ABHOLD LTD,2010,4,100,0,86631300,9,22,2222, 
ABH,ABHOLD LTD,2010,5,105,500,90962865,8,57,23,3333, 
ABH,ABHOLD LTD,2010,7,105,1000,90962865,8,57,23,3333, 
ABH,ABHOLD LTD,2010,8,105,2445,90962865,8,57,23,3333, 
ABH,ABHOLD LTD,2010,9,105,0,90962865,8,57,23,3333, 
ABH,ABHOLD LTD,2010,10,105,0,90962865,8,57,23,3333, 
ABH,ABHOLD LTD,2010,11,105,0,90962865,8,57,23,3333, 
ABH,ABHOLD LTD,2010,12,100,42,86631300,9,22,2222, 
ABH,ABHOLD LTD,2010,13,100,0,86631300,9,22,2222, 
ABH,ABHOLD LTD,2010,14,100,0,86631300,9,22,2222, 
ABH,ABHOLD LTD,2010,15,95,107,82299735,9,47,21,1111, 
ABH,ABHOLD LTD,2010,16,95,0,82299735,9,47,21,1111, 
ABH,ABHOLD LTD,2010,17,95,0,82299735,9,47,21,1111, 
ABH,ABHOLD LTD,2010,18,95,0,82299735,9,47,21,1111, 
ABH,ABHOLD LTD,2010,19,95,0,82299735,9,47,21,1111, 
ABH,ABHOLD LTD,2010,20,95,1176,82299735,9,47,21,1111, 
ABH,ABHOLD LTD,2010,21,95,57,82299735,9,47,21,1111, 
ABS,ABS HOLDINGS LTD,2010,1,32,0,777372800,0,4,1558, 
ABS,ABS HOLDINGS LTD,2010,2,33,7800,801665700,0,4,2857, 
ABS,ABS HOLDINGS LTD,2010,3,30,10000,728787000,0,3,8961, 
ABS,ABS HOLDINGS LTD,2010,4,28,7600,680201200,0,3,6363, 
ABS,ABS HOLDINGS LTD,2010,5,28,10600,680201200,0,3,6363, 
ABS,ABS HOLDINGS LTD,2010,6,30,10100,728787000,0,3,8961, 
ABS,ABS HOLDINGS LTD,2010,7,30,0,728787000,0,3,8961, 
ABS,ABS HOLDINGS LTD,2010,8,30,3700,728787000,0,3,8961, 
ABS,ABS HOLDINGS LTD,2010,9,35,36000,850251500,0,4,5454, 
ABS,ABS HOLDINGS LTD,2010,10,37,22500,898837300,0,4,8051, 
ABS,ABS HOLDINGS LTD,2010,11,44,107000,1068887600,0,5,7142, 
ABS,ABS HOLDINGS LTD,2010,12,50,199400,1214645000,0,6,4935, 
ABS,ABS HOLDINGS LTD,2010,13,45,7100,1093180500,0,5,8441, 
ABS,ABS HOLDINGS LTD,2010,14,40,11000,971716000,0,5,1948, 
ABS,ABS HOLDINGS LTD,2010,15,37,5800,898837300,0,4,8051, 
ABS,ABS HOLDINGS LTD,2010,16,35,0,850251500,0,4,5454, 
ABS,ABS HOLDINGS LTD,2010,17,30,20800,728787000,0,3,8961, 
ABS,ABS HOLDINGS LTD,2010,18,32,0,777372800,0,3,6363, 
ABS,ABS HOLDINGS LTD,2010,19,35,27500,850251500,0,3,9772, 
ABS,ABS HOLDINGS LTD,2010,20,35,9650,850251500,0,3,9772, 
ABS,ABS HOLDINGS LTD,2010,21,35,2000,850251500,0,3,9772, 
ABS,ABS HOLDINGS LTD,2010,22,35,0,850251500,0,3,9772, 
ABS,ABS HOLDINGS LTD,2010,23,40,10000,971716000,0,4,5454, 
ABS,ABS HOLDINGS LTD,2010,24,40,20900,971716000,0,4,5454, 
ABS,ABS HOLDINGS LTD,2010,25,40,0,971716000,0,4,5454, 
ABS,ABS HOLDINGS LTD,2010,26,40,3400,971716000,0,4,5454, 
ABS,ABS HOLDINGS LTD,2010,27,40,18300,971716000,0,4,5454, 
ABS,ABS HOLDINGS LTD,2010,28,42,3600,1020301800,0,4,7727, 
ABS,ABS HOLDINGS LTD,2010,29,40,0,971716000,0,4,5454, 
ABS,ABS HOLDINGS LTD,2010,30,40,149500,971716000,0,4,5454, 
ABS,ABS HOLDINGS LTD,2010,31,40,24900,971716000,0,4,5454, 
ABS,ABS HOLDINGS LTD,2010,32,40,23000,971716000,0,4,5454, 
ABS,ABS HOLDINGS LTD,2010,33,40,0,971716000,0,4,5454, 
ABS,ABS HOLDINGS LTD,2010,34,40,3500,971716000,0,4,5454, 
ABS,ABS HOLDINGS LTD,2010,35,40,58300,971716000,0,4,5454, 
ABS,ABS HOLDINGS LTD,2010,36,42,3600,1020301800,0,4,7727, 
ABS,ABS HOLDINGS LTD,2010,37,42,12000,1020301800,0,4,7727, 
ABS,ABS HOLDINGS LTD,2010,38,40,1800,971716000,0,4,5454, 
ABS,ABS HOLDINGS LTD,2010,39,40,0,971716000,0,4,5454, 
ABS,ABS HOLDINGS LTD,2010,40,42,5000,1020301800,0,4,7727, 
ABS,ABS HOLDINGS LTD,2010,41,40,50500,971716000,0,4,5454, 
ABS,ABS HOLDINGS LTD,2010,42,45,17500,1093180500,0,5,1136, 
ABS,ABS HOLDINGS LTD,2010,43,45,40900,1093180500,0,5,1136, 
ABS,ABS HOLDINGS LTD,2010,44,50,117000,1214645000,9,4,9019, 
ABS,ABS HOLDINGS LTD,2010,45,55,79000,1336109500,8,18,5,3921, 
ABS,ABS HOLDINGS LTD,2010,46,55,1100,1336109500,8,18,5,3921, 
ABS,ABS HOLDINGS LTD,2010,47,55,15900,1336109500,8,18,5,3921, 
ABS,ABS HOLDINGS LTD,2010,48,55,77450,1336109500,8,18,5,3921, 
ABS,ABS HOLDINGS LTD,2010,49,55,87700,1336109500,8,18,5,3921, 
ABS,ABS HOLDINGS LTD,2010,50,50,7600,1214645000,9,4,9019, 
ABS,ABS HOLDINGS LTD,2010,51,50,0,1214645000,9,4,9019, 
ABS,ABS HOLDINGS LTD,2010,52,50,0,1214645000,9,4,9019, 
ABS,ABS HOLDINGS LTD,2011,1,50,0,1214645000,9,4,9019, 
ASA,ABSA GROUP LIMITED,2010,1,795,62469,0,4,21,8,9527, 
ASA,ABSA GROUP LIMITED,2010,2,790,292465,0,4,24,8,8963, 
ASA,ABSA GROUP LIMITED,2010,3,765,163178,0,4,37,8,6148, 
ASA,ABSA GROUP LIMITED,2010,4,780,232600,0,4,29,8,7837, 
ASA,ABSA GROUP LIMITED,2010,5,770,217941,0,4,35,8,6711, 
